Letter,Direction,Eccentricity,Reaction Time (s)
E,2,20,0.5434048
P,2,10,0.6479297
E,0,30,0.7056016
B,0,30,0.7323558
B,0,0,0.4604023
B,2,10,0.7027212
P,2,20,0.6045376
P,2,10,0.4885573
B,2,20,0.5946955
P,0,10,0.6160788
E,2,30,0.7173462
P,2,20,0.6346313
P,0,20,0.7296925
B,0,0,0.6023239
B,0,0,0.5281385
E,0,30,0.6827666
E,2,10,0.1050289
E,2,30,0.5523798
E,2,30,0.5911771
P,2,40,0.6910241
B,2,10,0.7133735
E,2,0,0.6880663
P,0,0,0.654289
E,2,30,0.5836767
P,0,20,0.6311507
P,0,40,0.6944652
E,0,40,0.8228148
P,0,0,0.5942912
P,0,30,0.7886594
P,0,10,0.5323169
B,0,30,0.8333716
B,2,0,0.4829021
E,2,40,0.6043593
P,0,20,0.7389228
E,2,0,0.6037834
B,2,40,0.8452058
E,2,40,0.5823443
E,0,40,0.7296669
E,0,20,0.5336842
E,0,40,0.5105595
E,2,20,0.4490322
P,0,0,0.6844807
E,0,10,0.6525193
P,0,40,0.8846513
P,2,20,0.5653077
P,0,40,0.6311033
E,0,40,0.7003808
E,0,20,0.4814537
P,0,0,0.5734907
E,2,40,0.5823275
B,2,30,0.7072632
P,0,30,0.6630767
B,2,40,0.638724
B,0,10,0.5049063
P,2,30,0.6631166
B,0,10,0.508522
P,2,40,0.694651
B,0,0,0.585927
P,2,20,0.7025464
B,2,10,0.5402854
B,0,40,0.5101063
B,2,20,0.5125621
P,2,40,0.6547937
P,2,30,0.6686244
P,2,40,0.6067823
P,0,20,0.5285278
E,0,40,0.6656841
B,2,10,0.5513768
P,2,0,0.6820522
P,0,10,0.6830547
P,0,10,0.5175277
E,0,20,0.5796546
B,0,30,0.7015565
E,0,10,0.6385369
E,0,20,0.7141777
B,2,30,0.5946622
P,0,30,0.6226887
P,2,0,0.3768265
P,0,30,0.6466272
E,2,30,0.6170099
P,2,10,0.6046946
P,2,30,0.51782
B,2,10,0.4989616
B,2,0,0.4739161
E,2,20,0.534457
B,0,0,0.4780936
B,0,20,0.7145274
B,2,0,0.4135284
B,2,0,0.4123748
B,2,20,0.3979499
B,0,10,0.3417109
B,0,10,0.3137313
B,0,0,0.3280028
B,0,30,0.3426665
B,2,0,0.3374982
B,0,20,0.311239
P,0,40,0.6693503
B,2,10,0.8118367
B,2,40,0.4783913
E,2,0,0.4954201
