Character,Direction,Eccentricity,Reaction Time (s)
zhong,0,40,0.6351679629879072
xiao,2,30,0.6914712910074741
da,0,20,0.6099266241071746
xiao,2,20,0.6287453849799931
xiao,0,0,0.4829192119650543
zhong,2,30,0.5616105110384524
zhong,2,10,0.4438375059980899
da,0,30,0.7471882110694423
da,0,20,0.6115128209348768
da,2,10,0.49589959194418043
xiao,0,0,0.4746488049859181
zhong,0,0,0.6032589880051091
zhong,2,20,0.4922610929934308
da,2,20,0.6264346359763294
xiao,0,40,0.5679137109545991
zhong,0,10,0.5155540769919753
xiao,0,30,0.6376748940674588
zhong,2,30,0.5927641449961811
xiao,0,30,0.6178084269631654
xiao,0,0,0.4147165820468217
da,2,40,0.6783249899744987
zhong,0,20,0.5648310659453273
da,0,20,0.6056618299335241
da,2,10,0.5513339530443773
da,0,20,0.512283845921047
zhong,0,10,0.49870468105655164
zhong,2,0,0.47144241200294346
zhong,0,0,0.4637898310320452
da,0,10,0.5416250210255384
zhong,0,20,0.5060083930147812
xiao,0,40,0.765540263033472
da,0,30,0.6889912670012563
zhong,0,30,0.4708688630023971
xiao,0,0,0.5703519969247282
zhong,0,30,0.5605040540685877
zhong,0,0,0.5203779720468447
xiao,2,0,0.4619221669854596
xiao,2,10,0.5644399320613593
zhong,0,10,0.5312927839113399
xiao,2,10,0.683757390989922
xiao,0,40,0.5566248659742996
xiao,2,20,0.4462876709876582
da,0,0,0.5703010309953243
xiao,0,20,0.42230666999239475
xiao,2,40,0.6060951290652156
da,2,20,0.5832287519006059
zhong,0,30,0.6290141149656847
da,0,40,0.5148349589435384
zhong,2,20,0.5717575339367613
zhong,2,0,0.5371798219857737
da,0,40,0.4238002140074968
xiao,0,20,0.5839304099790752
da,2,40,0.6319065670249984
xiao,0,20,0.65998396105133
xiao,2,10,0.3965410100063309
da,2,10,0.5989595090504736
xiao,2,30,0.6032745629781857
da,2,40,0.5776278580306098
xiao,2,0,0.5321835050126538
zhong,2,0,0.5723205469548702
zhong,0,10,0.560996736981906
zhong,0,0,0.7015293809818104
zhong,2,10,0.6142956409603357
zhong,2,10,0.4112588979769498
da,2,20,0.595987400971353
zhong,2,0,0.56825598096475
da,0,0,0.9317235910566524
xiao,2,0,0.6307989769848064
da,2,30,0.3827877649571747
xiao,2,40,0.7670892170164734
zhong,2,30,0.6213136009173468
da,2,40,0.5752964769490063
da,2,40,0.6949948389222845
zhong,0,40,0.6616675680270419
da,0,10,0.4946761300088838
zhong,0,40,0.7217826780397445
da,2,30,0.5100005640415475
xiao,0,30,0.5451274369843304
zhong,0,40,0.6044392789481208
xiao,2,30,0.5914343460462987
zhong,0,30,0.5046613859012723
xiao,0,20,0.5461881629889831
da,0,10,0.6756394850090146
xiao,2,30,0.5833108139922842
da,2,40,0.6228203820064664
zhong,2,0,0.5227399819996208
xiao,2,0,0.7044417809229344
da,0,10,0.864277562010102
da,0,10,0.4631902700057253
da,2,10,0.4595649311086163
da,0,10,0.3621226530056447
da,2,20,0.6424694790504873
da,2,20,0.46712206408847123
zhong,0,30,0.5955063960282132
zhong,2,40,0.6790323270251974
xiao,2,0,0.49580821208655834
da,0,40,0.8433876530034468
xiao,2,40,0.6935371540253982
xiao,2,20,0.5032686360646039
zhong,2,30,0.45653102290816605
