Character,Direction,Eccentricity,Reaction Time (s)
da,0,20,0.3130371249999371
da,0,40,0.30389383399960934
da,2,10,0.31814612499965733
da,0,30,0.3966402920004839
da,2,30,0.20050966700000572
da,2,0,0.31604816700019
da,2,20,0.36269179099963367
da,2,0,0.30851379100022314
da,0,40,0.3800604999996722
da,0,30,0.49059891700017033
da,0,10,0.3927564169998732
da,0,10,0.3476737080000021
da,0,20,0.35882791700078087
da,0,30,0.3476429590000407
da,2,40,0.466102750000573
da,2,10,0.37225437500001135
da,2,10,0.40044229199975234
da,2,20,0.4375557920002393
da,0,0,0.3219876250004745
da,0,30,0.3070660419998603
da,0,0,0.39131820800048445
da,0,0,0.3213956250001502
da,0,10,0.3204031250006665
da,2,0,0.37137512499975855
da,2,40,0.49133845799951814
da,2,20,0.3174513330004629
da,2,30,0.4014952080005969
da,2,20,0.32382412500010105
da,2,30,0.32897070799936046
da,0,40,0.3271549999999479
da,0,20,0.3253597080001782
da,0,20,0.3857672089998232
da,0,40,0.32517291600015596
da,2,30,0.34743729199999507
da,2,10,0.345523250000042
da,0,20,0.33732504199997493
da,2,30,0.36141595800017967
da,2,30,0.3713157920001322
da,0,0,0.6459720840002774
da,2,0,0.487125582999397
da,2,40,0.3795103330003258
da,2,0,0.393269500000315
da,0,20,0.33926754200001596
da,2,20,0.3414398329996402
da,0,0,0.2974988330006454
da,0,40,0.3911236670001017
da,0,10,0.30113004200029536
da,2,40,0.39983379099976446
da,2,30,0.3487546249998559
da,2,40,0.32747762500002864
da,0,30,0.36038762499993027
da,0,20,0.3462834160000057
da,0,10,0.3635613750002449
da,2,10,0.35272245799933444
da,0,0,0.23816783300026145
da,0,40,0.3581350409995139
da,2,30,0.35409954199985805
da,2,10,0.3485124580001866
da,2,10,0.34702800000013667
da,0,0,0.26145637500030716
da,0,10,0.39810995800053206
da,2,10,0.3765332089997173
da,0,40,0.3636077920000389
da,0,10,0.30240983400017285
da,2,0,0.33644654199997603
da,0,10,0.31145925000055286
da,2,10,0.39366900000004534
da,0,20,0.3461765829997603
da,0,30,0.3476825409998128
da,2,40,0.37805329200000415
da,0,40,0.42380216700075835
da,0,20,0.3546499590001986
da,0,30,0.3803211659997032
da,2,20,0.35689095799989445
da,2,20,0.3565400839997892
da,0,0,0.3337337090006258
da,2,0,0.33054579199961154
da,2,40,0.3056133749996661
da,2,20,0.30847541699949943
da,2,20,0.09103383299952839
da,2,30,0.32590437500039116
da,0,30,0.2628422079997108
da,2,30,0.3461058340008094
da,0,0,0.28120012500039593
da,2,0,0.3306090000005497
da,2,40,0.33077745899936417
da,0,10,0.3423664160000044
da,2,10,0.3330486249997193
da,0,10,0.31624591699983284
da,0,40,0.33691820799958805
da,0,40,0.3237447500005146
da,2,20,0.3566233749997991
da,0,0,0.3448643749998155
da,2,40,0.31881350000003295
da,2,0,0.3745292920002612
da,0,20,0.2925917499997013
da,0,30,0.3320328750005501
da,2,40,0.35948212499988585
da,2,0,0.365631375000703
da,0,30,0.3372325420004927
