Character,Direction,Eccentricity,Reaction Time (s)
da,0,30,0.27275869995355606
da,0,10,0.24304219998884946
da,0,10,0.21680439996998757
da,0,40,0.21402279997710139
da,0,0,0.3779190999921411
da,0,20,0.3161349000874907
da,0,30,0.23567660001572222
da,0,20,0.24579840002115816
da,0,30,0.23736729996744543
da,0,0,0.41458380001131445
da,0,40,0.2419880999950692
da,0,40,0.2758830999955535
da,0,20,0.27907609997782856
da,0,20,0.24807410000357777
da,0,40,0.5419374000048265
da,0,0,0.257495200028643
da,0,40,0.26170959998853505
da,0,30,0.264547000057064
da,0,10,0.22848519997205585
da,0,20,0.26273109996691346
da,0,30,0.24023810005746782
da,0,20,0.23934139998164028
da,0,10,0.25164190004579723
da,0,0,0.2168756000464782
da,0,0,0.25198830000590533
da,0,40,0.30425950000062585
da,0,10,0.22958200005814433
da,0,40,0.23389619996305555
da,0,40,0.2445991999702528
da,0,0,0.2968849000753835
da,0,20,0.18238509993534535
da,0,20,0.3570795999839902
da,0,30,0.4191067999927327
da,0,20,0.28242010006215423
da,0,0,0.27105359989218414
da,0,0,0.24121760006528348
da,0,0,0.294862600043416
da,0,0,0.2579056000104174
da,0,10,0.24089699995238334
da,0,30,0.230112100020051
da,0,10,0.2486405000090599
da,0,20,0.33640919998288155
da,0,10,0.044887399999424815
da,0,40,0.25535480002872646
da,0,40,0.3198728000279516
da,0,10,0.35985320003237575
da,0,30,0.40400979993864894
da,0,30,0.46478150004986674
da,0,10,0.25061069999355823
da,0,30,0.2917097000172362
da,2,20,0.22681380005087703
da,2,10,0.22883509995881468
da,2,10,0.2519455999135971
da,2,20,0.24001900001894683
da,2,30,0.3220893999096006
da,2,30,0.3136554000666365
da,2,10,0.21964270004536957
da,2,0,0.24527479999233037
da,2,0,0.3212465000106022
da,2,30,0.32810700009576976
da,2,40,0.2841769000515342
da,2,0,0.24649279995355755
da,2,40,0.27493780001532286
da,2,0,0.29579610005021095
da,2,30,0.25505659996997565
da,2,20,0.21331609995104373
da,2,20,0.21818539989180863
da,2,0,0.2892770000034943
da,2,20,0.3869979999726638
da,2,0,0.6528805000707507
da,2,40,0.11708830005954951
da,2,0,0.2028749999590218
da,2,30,0.2377987999934703
da,2,0,0.22414950001984835
da,2,40,0.3060271000722423
da,2,10,0.20629619993269444
da,2,0,0.24628830002620816
da,2,30,0.2257398999063298
da,2,30,0.2026851000264287
da,2,10,0.32487020001281053
da,2,20,0.2291979999281466
da,2,10,0.1548901000060141
da,2,20,0.22070079995319247
da,2,20,0.25332569994498044
da,2,30,0.2194370999932289
da,2,40,0.388607700006105
da,2,40,0.40698410000186414
da,2,10,0.3692490999819711
da,2,10,0.2982605000725016
da,2,40,0.40721789991948754
da,2,30,0.3851912999525666
da,2,20,0.34948100009933114
da,2,30,0.4139965999638662
da,2,0,0.2783051000442356
da,2,40,0.38391309999860823
da,2,40,0.2777765999780968
da,2,10,0.2603421000530943
da,2,20,0.2619958999566734
da,2,10,0.26335650007240474
da,2,40,0.29422700009308755
