Letter,Direction,Eccentricity,Reaction Time (s)
P,0,30,0.41766770000003817
P,2,10,0.4783642000002146
P,0,10,0.4935913999997865
E,0,30,0.5182829000000311
P,0,0,0.4722028000001046
E,2,40,0.4720201999998608
P,2,40,0.5943311999999423
E,2,10,0.4088458000001083
P,2,30,0.46474220000027344
E,2,20,0.4931197000000793
P,2,40,0.510542600000008
E,0,0,0.4501863999998932
E,2,20,0.4638099999997394
E,0,20,0.5418175999998311
P,0,40,0.5667859999998655
P,2,20,0.5704348999997819
E,2,40,0.5117150999999467
E,2,20,0.45960509999986243
P,2,30,0.5205719999999019
P,2,0,0.46089619999975184
E,0,40,0.4276354000003266
P,2,30,0.5399241000000075
E,2,10,0.38468190000003233
P,0,10,0.4480265000001964
P,0,0,0.4639401999997972
E,2,30,0.45439940000005663
E,0,30,0.44108499999993
E,2,20,0.3973687000002428
P,0,30,0.44840849999991406
E,2,10,0.4132907000002888
E,2,0,0.4449021000000357
P,0,0,0.5004453999999896
E,2,0,0.39313250000031985
E,2,30,0.42069809999975405
P,2,0,0.45977129999982935
P,2,40,0.5648795000001883
E,2,30,0.4749306000003344
P,2,10,0.5323502999999619
E,2,20,0.4323279000000184
P,2,20,0.5044692999999825
E,2,40,0.4940139000000272
E,0,30,0.49152730000014344
P,2,30,0.5136062999999922
E,0,20,0.48909969999976965
P,0,10,0.5109096000001045
E,2,0,0.4132481000001462
E,0,30,0.45832849999987957
E,0,20,0.4464912999997068
P,2,30,0.49127260000022943
E,0,20,0.4889211999998224
E,0,30,0.49069020000024466
P,2,0,0.4082300000000032
P,0,10,0.5026041999999507
P,0,40,0.5109464999995907
E,2,40,0.4343696999999338
P,2,0,0.4500662000000375
E,2,0,0.53600090000009
P,2,10,0.447297300000173
E,2,30,0.4636058999999477
P,0,10,0.4949192999997649
E,0,10,0.4482739000000038
P,0,40,0.4443589000002248
E,0,20,0.4852670999998736
P,0,30,0.4459783000002062
E,0,40,0.5605356999999458
E,2,0,0.48341849999997066
E,2,20,0.5183821999999054
E,2,30,0.4690122000001793
E,2,10,0.4074805000000197
P,0,40,0.46450610000010784
E,0,40,0.46302309999964564
P,2,20,0.47751060000018697
E,2,40,0.42120989999966696
P,2,0,0.3925440000002709
P,0,10,0.5278622999999243
E,0,0,0.4879971000000296
P,2,40,0.5062204999999267
P,0,0,0.47485999999980777
E,0,20,0.4038929999996981
P,0,40,0.5426493999998456
E,2,10,0.37126709999984087
P,2,10,0.6427542999999787
E,2,40,0.4269137999999657
E,0,0,0.5461565999999038
P,0,0,0.3943992000004073
E,0,20,0.4028896999998324
E,0,20,0.49064199999975244
E,0,10,0.4486359000002267
E,0,40,0.5190425000000687
P,0,0,0.45823380000001634
E,0,20,0.495596199999909
E,0,20,0.49297530000012557
P,0,30,0.4687911000000895
P,2,10,0.44134429999985514
E,0,0,0.43839539999999033
P,2,20,0.5215616000000409
P,0,10,0.5958329999998568
E,0,40,0.5008714000000509
E,0,10,0.5123631999999816
P,0,30,0.3588259999996808
